segments.date,customer.id,customer.descriptive_name,campaign.id,campaign.name,campaign.status,campaign.advertising_channel_type,ad_group.id,ad_group.name,ad_group.status,segments.device,segments.ad_network_type,segments.product_item_id,segments.product_title,segments.product_brand,segments.product_type_l1,segments.product_type_l2,ad_group_criterion.keyword.text,ad_group_criterion.keyword.match_type,metrics.impressions,metrics.clicks,metrics.cost_micros,metrics.ctr,metrics.average_cpc,metrics.average_cpm,metrics.conversions,metrics.conversions_value,metrics.all_conversions,metrics.all_conversions_value,metrics.cost_per_conversion,metrics.conversions_from_interactions_rate,metrics.value_per_conversion,metrics.search_impression_share,metrics.search_budget_lost_impression_share,metrics.search_rank_lost_impression_share,metrics.view_through_conversions,metrics.interaction_rate
2024-12-01,1234567890,Sporthink TR,6766432473,SP_Google_PMax_Genel,ENABLED,PERFORMANCE_MAX,8635222598,ag_çorap,ENABLED,MOBILE,YOUTUBE_WATCH,SP-AKS-CR-013,U.S. Polo Assn. Trefoil Liner 3'lü Erkek Çorap,U.S. Polo Assn.,Aksesuar,Çorap,,,343,15,25560000,0.043732,1603695,74518950,0.6,226.68,0.7,249.35,42600000,0.04,377.8,,,,1,0.043732
2024-12-01,1234567890,Sporthink TR,6766432473,SP_Google_PMax_Genel,ENABLED,PERFORMANCE_MAX,2987280872,ag_eşofman_takımı,ENABLED,DESKTOP,YOUTUBE_WATCH,SP-GYM-ET-068,Puma Basic 3-Stripes Kadın Eşofman Takımı,Puma,Giyim,Eşofman Takımı,,,41,2,8510000,0.04878,2911940,207560975,0.1,236.08,0.1,259.69,85100000,0.05,2360.8,,,,0,0.04878
2024-12-01,1234567890,Sporthink TR,6766432473,SP_Google_PMax_Genel,ENABLED,PERFORMANCE_MAX,1069417522,ag_sneaker,ENABLED,DESKTOP,SEARCH,SP-AYK-SN-056,Under Armour Chuck Taylor All Star Erkek Sneaker,Under Armour,Ayakkabı,Sneaker,,,182,8,36360000,0.043956,4515879,199780219,0.3,478.28,0.3,526.11,121200000,0.0375,1594.27,,,,5,0.043956
2024-12-01,1234567890,Sporthink TR,6766432473,SP_Google_PMax_Genel,ENABLED,PERFORMANCE_MAX,6225318999,ag_sneaker,ENABLED,MOBILE,CONTENT,SP-AYK-SN-064,Lacoste Chuck Taylor All Star Unisex Sneaker,Lacoste,Ayakkabı,Sneaker,,,97,3,17350000,0.030928,4682071,178865979,0.1,112.16,0.1,123.38,173500000,0.033333,1121.6,,,,4,0.030928
2024-12-01,1234567890,Sporthink TR,6766432473,SP_Google_PMax_Genel,ENABLED,PERFORMANCE_MAX,5668806660,ag_çorap,ENABLED,MOBILE,CONTENT,SP-AKS-CR-010,Adidas Everyday Cushioned 3'lü Erkek Çorap,Adidas,Aksesuar,Çorap,,,396,12,28840000,0.030303,2373628,72828282,0.3,102.96,0.3,113.26,96133333,0.025,343.2,,,,0,0.030303
2024-12-01,1234567890,Sporthink TR,6766432473,SP_Google_PMax_Genel,ENABLED,PERFORMANCE_MAX,748320701,ag_futbol_topu,ENABLED,MOBILE,SEARCH,SP-SML-FT-002,Nike Flight Match Ball Futbol Topu,Nike,Spor Malzemeleri,Futbol Topu,,,431,11,31160000,0.025522,2791300,72296983,0.3,483.47,0.3,531.82,103866666,0.027273,1611.57,,,,5,0.025522
2024-12-01,1234567890,Sporthink TR,6766432473,SP_Google_PMax_Genel,ENABLED,PERFORMANCE_MAX,1511680211,ag_şapka,ENABLED,MOBILE,YOUTUBE_WATCH,SP-AKS-SP-027,Puma H86 Futura Washed Unisex Şapka,Puma,Aksesuar,Şapka,,,155,6,33350000,0.03871,5246905,215161290,0.2,122.73,0.2,135.0,166750000,0.033333,613.65,,,,0,0.03871
2024-12-01,1234567890,Sporthink TR,6766432473,SP_Google_PMax_Genel,ENABLED,PERFORMANCE_MAX,2720479701,ag_ceket,ENABLED,MOBILE,CONTENT,SP-GYM-CK-104,Puma Run Favorite Kadın Ceket,Puma,Giyim,Ceket,,,386,10,23110000,0.025907,2198936,59870466,0.4,624.35,0.4,686.79,57775000,0.04,1560.88,,,,5,0.025907
2024-12-01,1234567890,Sporthink TR,6766432473,SP_Google_PMax_Genel,ENABLED,PERFORMANCE_MAX,5841216676,ag_çorap,ENABLED,MOBILE,SEARCH,SP-AKS-CR-001,The North Face Everyday Cushioned 3'lü Erkek Çorap,The North Face,Aksesuar,Çorap,,,399,7,20120000,0.017544,2639838,50426065,0.2,38.86,0.2,42.75,100600000,0.028571,194.3,,,,1,0.017544
2024-12-01,1234567890,Sporthink TR,6766432473,SP_Google_PMax_Genel,ENABLED,PERFORMANCE_MAX,5604892985,ag_sneaker,ENABLED,DESKTOP,YOUTUBE_WATCH,SP-AYK-SN-070,Nike Club C 85 Kadın Sneaker,Nike,Ayakkabı,Sneaker,,,88,4,20720000,0.045455,4802080,235454545,0.1,206.9,0.1,227.59,207200000,0.025,2069.0,,,,1,0.045455
2024-12-01,1234567890,Sporthink TR,6766432473,SP_Google_PMax_Genel,ENABLED,PERFORMANCE_MAX,4300150719,ag_basketbol_ayakkabısı,ENABLED,MOBILE,YOUTUBE_WATCH,SP-AYK-BK-117,Adidas Air Jordan 1 Mid Erkek Basketbol Ayakkabısı,Adidas,Ayakkabı,Basketbol Ayakkabısı,,,228,8,20690000,0.035088,2572116,90745614,0.1,308.61,0.1,339.47,206900000,0.0125,3086.1,,,,1,0.035088
2024-12-01,1234567890,Sporthink TR,6766432473,SP_Google_PMax_Genel,ENABLED,PERFORMANCE_MAX,5846553970,ag_basketbol_ayakkabısı,ENABLED,MOBILE,CONTENT,SP-AYK-BK-116,Lacoste Air Jordan 1 Mid Erkek Basketbol Ayakkabısı,Lacoste,Ayakkabı,Basketbol Ayakkabısı,,,67,1,6730000,0.014925,4364856,100447761,0.0,0.0,0.0,0.0,67300000,0.0,0.0,,,,5,0.014925
2024-12-01,1234567890,Sporthink TR,6766432473,SP_Google_PMax_Genel,ENABLED,PERFORMANCE_MAX,3234997427,ag_kaleci_eldiveni,ENABLED,DESKTOP,YOUTUBE_WATCH,SP-SML-KE-013,Adidas Goalkeeper Match Kaleci Eldiveni,Adidas,Spor Malzemeleri,Kaleci Eldiveni,,,209,5,17880000,0.023923,3043428,85550239,0.2,113.21,0.2,124.53,89399999,0.04,566.05,,,,2,0.023923
2024-12-01,1234567890,Sporthink TR,6766432473,SP_Google_PMax_Genel,ENABLED,PERFORMANCE_MAX,7654004873,ag_tayt,ENABLED,MOBILE,CONTENT,SP-GYM-TY-139,Lacoste Pro Dri-FIT Kadın Tayt,Lacoste,Giyim,Tayt,,,42,2,17060000,0.047619,5924609,406190476,0.0,0.0,0.0,0.0,170599999,0.0,0.0,,,,5,0.047619
2024-12-01,1234567890,Sporthink TR,6766432473,SP_Google_PMax_Genel,ENABLED,PERFORMANCE_MAX,5914444768,ag_spor_çantası,ENABLED,MOBILE,SEARCH,SP-AKS-SPC-048,Puma Brasilia M Duffel Unisex Spor Çantası,Puma,Aksesuar,Spor Çantası,,,917,10,37330000,0.010905,3577724,40708833,0.4,359.97,0.4,395.97,93324999,0.04,899.93,,,,3,0.010905
2024-12-01,1234567890,Sporthink TR,6766432473,SP_Google_PMax_Genel,ENABLED,PERFORMANCE_MAX,2943781324,ag_şapka,ENABLED,MOBILE,SEARCH,SP-AKS-SP-033,U.S. Polo Assn. H86 Futura Washed Unisex Şapka,U.S. Polo Assn.,Aksesuar,Şapka,,,123,3,12370000,0.02439,3942427,100569105,0.1,41.79,0.1,45.97,123699999,0.033333,417.9,,,,4,0.02439
2024-12-01,1234567890,Sporthink TR,6766432473,SP_Google_PMax_Genel,ENABLED,PERFORMANCE_MAX,9709110998,ag_fitness_ekipmanı,ENABLED,DESKTOP,CONTENT,SP-SML-FE-018,Puma Direnç Bandı Seti 3'lü,Puma,Spor Malzemeleri,Fitness Ekipmanı,,,319,7,22030000,0.021944,3119900,69059561,0.3,77.84,0.3,85.62,73433333,0.042857,259.47,,,,2,0.021944
2024-12-01,1234567890,Sporthink TR,6766432473,SP_Google_PMax_Genel,ENABLED,PERFORMANCE_MAX,3237480891,ag_tişört,ENABLED,DESKTOP,YOUTUBE_WATCH,SP-GYM-TS-009,Reebok Trefoil Essentials Erkek Tişört,Reebok,Giyim,Tişört,,,273,3,9510000,0.010989,3033648,34835164,0.1,102.43,0.1,112.67,95100000,0.033333,1024.3,,,,4,0.010989
2024-12-01,1234567890,Sporthink TR,6766432473,SP_Google_PMax_Genel,ENABLED,PERFORMANCE_MAX,256512016,ag_terlik,ENABLED,MOBILE,CONTENT,SP-AYK-TR-154,Adidas Adilette Comfort Kadın Terlik,Adidas,Ayakkabı,Terlik,,,88,2,13290000,0.022727,4717550,151022727,0.0,0.0,0.0,0.0,132899999,0.0,0.0,,,,0,0.022727
2024-12-01,1234567890,Sporthink TR,6766432473,SP_Google_PMax_Genel,ENABLED,PERFORMANCE_MAX,3172644813,ag_sneaker,ENABLED,MOBILE,SEARCH,SP-AYK-SN-044,Reebok Old Skool Erkek Sneaker,Reebok,Ayakkabı,Sneaker,,,172,5,28840000,0.02907,5285602,167674418,0.2,365.94,0.2,402.53,144200000,0.04,1829.7,,,,5,0.02907
2024-12-01,1234567890,Sporthink TR,6766432473,SP_Google_PMax_Genel,ENABLED,PERFORMANCE_MAX,1755489356,ag_eşofman_altı,ENABLED,MOBILE,SEARCH,SP-GYM-EA-052,Adidas Essentials Fleece Kadın Eşofman Altı,Adidas,Giyim,Eşofman Altı,,,189,3,11700000,0.015873,3741626,61904761,0.1,128.09,0.1,140.9,116999999,0.033333,1280.9,,,,4,0.015873
2024-12-01,1234567890,Sporthink TR,6766432473,SP_Google_PMax_Genel,ENABLED,PERFORMANCE_MAX,2250213279,ag_tişört,ENABLED,DESKTOP,CONTENT,SP-GYM-TS-020,Nike Tech Kadın Antrenman Tişört,Nike,Giyim,Tişört,,,38,1,7410000,0.026316,5096536,195000000,0.0,0.0,0.0,0.0,74100000,0.0,0.0,,,,0,0.026316
2024-12-01,1234567890,Sporthink TR,6766432473,SP_Google_PMax_Genel,ENABLED,PERFORMANCE_MAX,2595408744,ag_terlik,ENABLED,DESKTOP,YOUTUBE_WATCH,SP-AYK-TR-158,Asics Adilette Comfort Unisex Terlik,Asics,Ayakkabı,Terlik,,,170,4,18620000,0.023529,3867665,109529411,0.1,77.56,0.1,85.32,186200000,0.025,775.6,,,,3,0.023529
2024-12-01,1234567890,Sporthink TR,6766432473,SP_Google_PMax_Genel,ENABLED,PERFORMANCE_MAX,8425171162,ag_koşu_ayakkabısı,ENABLED,MOBILE,YOUTUBE_WATCH,SP-AYK-KS-005,Columbia Air Zoom Pegasus 41 Erkek Koşu Ayakkabısı,Columbia,Ayakkabı,Koşu Ayakkabısı,,,64,2,9680000,0.03125,4586926,151250000,0.1,292.12,0.1,321.33,96800000,0.05,2921.2,,,,2,0.03125
2024-12-01,1234567890,Sporthink TR,6766432473,SP_Google_PMax_Genel,ENABLED,PERFORMANCE_MAX,7827459459,ag_sneaker,ENABLED,DESKTOP,CONTENT,SP-AYK-SN-050,The North Face Old Skool Erkek Sneaker,The North Face,Ayakkabı,Sneaker,,,33,1,7290000,0.030303,5965331,220909090,0.0,0.0,0.0,0.0,72899999,0.0,0.0,,,,2,0.030303
2024-12-01,1234567890,Sporthink TR,6766432473,SP_Google_PMax_Genel,ENABLED,PERFORMANCE_MAX,3938059899,ag_krampon,ENABLED,MOBILE,CONTENT,SP-AYK-KR-110,Skechers Copa Pure II Elite FG Erkek Krampon,Skechers,Ayakkabı,Krampon,,,81,4,27880000,0.049383,5960163,344197530,0.2,836.72,0.2,920.39,139399999,0.05,4183.6,,,,2,0.049383
2024-12-01,1234567890,Sporthink TR,6766432473,SP_Google_PMax_Genel,ENABLED,PERFORMANCE_MAX,7277432056,ag_eşofman_takımı,ENABLED,DESKTOP,YOUTUBE_WATCH,SP-GYM-ET-069,Under Armour Basic 3-Stripes Erkek Eşofman Takımı,Under Armour,Giyim,Eşofman Takımı,,,63,3,13890000,0.047619,3595174,220476190,0.1,201.52,0.1,221.67,138900000,0.033333,2015.2,,,,0,0.047619
2024-12-01,1234567890,Sporthink TR,6766432473,SP_Google_PMax_Genel,ENABLED,PERFORMANCE_MAX,8154517476,ag_tayt,ENABLED,MOBILE,YOUTUBE_WATCH,SP-GYM-TY-138,Lacoste Pro Dri-FIT Erkek Tayt,Lacoste,Giyim,Tayt,,,231,11,36530000,0.047619,3197204,158138528,0.3,405.3,0.3,445.83,121766666,0.027273,1351.0,,,,3,0.047619
2024-12-01,1234567890,Sporthink TR,6766432473,SP_Google_PMax_Genel,ENABLED,PERFORMANCE_MAX,5114866780,ag_jean,ENABLED,DESKTOP,YOUTUBE_WATCH,SP-GYM-JN-115,Adidas 501 Original Fit Erkek Jean,Adidas,Giyim,Jean,,,392,6,29150000,0.015306,4786293,74362244,0.1,204.14,0.1,224.55,291499999,0.016667,2041.4,,,,2,0.015306
2024-12-01,1234567890,Sporthink TR,6766432473,SP_Google_PMax_Genel,ENABLED,PERFORMANCE_MAX,6359721089,ag_tişört,ENABLED,MOBILE,YOUTUBE_WATCH,SP-GYM-TS-012,Puma Cotton Logo Kadın Tişört,Puma,Giyim,Tişört,,,401,5,7900000,0.012469,1506865,19700748,0.2,98.96,0.2,108.86,39500000,0.04,494.8,,,,1,0.012469
2024-12-01,1234567890,Sporthink TR,6766432473,SP_Google_PMax_Genel,ENABLED,PERFORMANCE_MAX,1053835142,ag_tişört,ENABLED,MOBILE,YOUTUBE_WATCH,SP-GYM-TS-024,Vans Tech Kadın Antrenman Tişört,Vans,Giyim,Tişört,,,302,11,37160000,0.036424,3195757,123046357,0.4,558.31,0.4,614.14,92899999,0.036364,1395.77,,,,5,0.036424
2024-12-01,1234567890,Sporthink TR,5360672317,SP_Google_Display_Remarketing,ENABLED,DISPLAY,1857504670,display_remarketing_all,ENABLED,DESKTOP,CONTENT,,,,,,,,35667,360,228010000,0.010093,633361,6392743,4.9,7847.12,5.6,9024.19,46532653,0.013611,1601.45,,,,10,0.010093
2024-12-01,1234567890,Sporthink TR,8827188314,SP_Google_BlackFriday_Search,ENABLED,SEARCH,3383294336,black_friday_spor_ayakkabı_exact,ENABLED,MOBILE,SEARCH,,,,,,black friday spor ayakkabı,EXACT,361,20,88351400,0.055402,4212848,244510433,1.2,1950.05,1.3,2118.56,76165000,0.06,1681.08,0.49,0.12,0.39,0,0.055402
2024-12-01,1234567890,Sporthink TR,8827188314,SP_Google_BlackFriday_Search,ENABLED,SEARCH,3383294336,black_friday_spor_ayakkabı_exact,ENABLED,DESKTOP,SEARCH,,,,,,black friday spor ayakkabı,EXACT,218,12,53315500,0.055046,4212848,244510433,0.7,1176.75,0.8,1375.97,76165000,0.058333,1681.08,0.49,0.12,0.39,0,0.055046
2024-12-01,1234567890,Sporthink TR,8827188314,SP_Google_BlackFriday_Search,ENABLED,SEARCH,3383294336,black_friday_spor_ayakkabı_exact,ENABLED,TABLET,SEARCH,,,,,,black friday spor ayakkabı,EXACT,43,2,10663100,0.046512,4212848,244510433,0.1,235.35,0.1,271.5,76165000,0.05,1681.08,0.49,0.12,0.39,0,0.046512
2024-12-01,1234567890,Sporthink TR,8827188314,SP_Google_BlackFriday_Search,ENABLED,SEARCH,1940578059,black_friday_indirim_broad,ENABLED,MOBILE,SEARCH,,,,,,black friday indirim,BROAD,1149,23,147575200,0.020017,6204360,128375378,1.3,2112.64,1.4,2246.16,110626086,0.056522,1583.69,0.56,0.14,0.3,0,0.020017
2024-12-01,1234567890,Sporthink TR,8827188314,SP_Google_BlackFriday_Search,ENABLED,SEARCH,1940578059,black_friday_indirim_broad,ENABLED,DESKTOP,SEARCH,,,,,,black friday indirim,BROAD,693,14,89054000,0.020202,6204360,128375378,0.8,1274.87,0.9,1478.03,110626086,0.057143,1583.69,0.56,0.14,0.3,0,0.020202
2024-12-01,1234567890,Sporthink TR,8827188314,SP_Google_BlackFriday_Search,ENABLED,SEARCH,1940578059,black_friday_indirim_broad,ENABLED,TABLET,SEARCH,,,,,,black friday indirim,BROAD,138,2,17810800,0.014493,6204360,128375378,0.2,254.97,0.2,305.52,110626086,0.1,1583.69,0.56,0.14,0.3,0,0.014493
2024-12-01,1234567890,Sporthink TR,8827188314,SP_Google_BlackFriday_Search,ENABLED,SEARCH,2040802973,kara_cuma_fırsat_broad,ENABLED,MOBILE,SEARCH,,,,,,kara cuma fırsat,BROAD,295,19,76797800,0.064407,3931251,260137524,0.5,1166.68,0.6,1249.62,147122222,0.026316,2235.01,0.51,0.2,0.29,1,0.064407
2024-12-01,1234567890,Sporthink TR,8827188314,SP_Google_BlackFriday_Search,ENABLED,SEARCH,2040802973,kara_cuma_fırsat_broad,ENABLED,DESKTOP,SEARCH,,,,,,kara cuma fırsat,BROAD,178,11,46343500,0.061798,3931251,260137524,0.3,704.03,0.4,752.2,147122222,0.027273,2235.01,0.51,0.2,0.29,1,0.061798
2024-12-01,1234567890,Sporthink TR,8827188314,SP_Google_BlackFriday_Search,ENABLED,SEARCH,2040802973,kara_cuma_fırsat_broad,ENABLED,TABLET,SEARCH,,,,,,kara cuma fırsat,BROAD,35,2,9268700,0.057143,3931251,260137524,0.1,140.81,0.1,153.72,147122222,0.05,2235.01,0.51,0.2,0.29,1,0.057143
2024-12-01,1234567890,Sporthink TR,8827188314,SP_Google_BlackFriday_Search,ENABLED,SEARCH,2620234465,sporthink_indirim_exact,ENABLED,MOBILE,SEARCH,,,,,,sporthink indirim,EXACT,851,37,130325999,0.043478,3419155,153065395,1.3,1385.47,1.4,1465.24,102136363,0.035135,1085.79,0.82,0.04,0.14,2,0.043478
2024-12-01,1234567890,Sporthink TR,8827188314,SP_Google_BlackFriday_Search,ENABLED,SEARCH,2620234465,sporthink_indirim_exact,ENABLED,DESKTOP,SEARCH,,,,,,sporthink indirim,EXACT,513,22,78645000,0.042885,3419155,153065395,0.8,836.06,0.9,913.51,102136363,0.036364,1085.79,0.82,0.04,0.14,2,0.042885
2024-12-01,1234567890,Sporthink TR,8827188314,SP_Google_BlackFriday_Search,ENABLED,SEARCH,2620234465,sporthink_indirim_exact,ENABLED,TABLET,SEARCH,,,,,,sporthink indirim,EXACT,102,4,15729000,0.039216,3419155,153065395,0.2,167.21,0.2,186.02,102136363,0.05,1085.79,0.82,0.04,0.14,2,0.039216
2024-12-02,1234567890,Sporthink TR,7414408476,SP_Google_Search_Brand,ENABLED,SEARCH,1417180968,sporthink_exact,ENABLED,MOBILE,SEARCH,,,,,,sporthink,EXACT,146,8,27225199,0.054795,3220787,186269841,0.2,406.21,0.2,454.39,117350000,0.025,1750.92,0.32,0.17,0.51,2,0.054795
2024-12-02,1234567890,Sporthink TR,7414408476,SP_Google_Search_Brand,ENABLED,SEARCH,1417180968,sporthink_exact,ENABLED,DESKTOP,SEARCH,,,,,,sporthink,EXACT,88,4,16428999,0.045455,3220787,186269841,0.1,245.13,0.1,262.24,117350000,0.025,1750.92,0.32,0.17,0.51,2,0.045455
2024-12-02,1234567890,Sporthink TR,7414408476,SP_Google_Search_Brand,ENABLED,SEARCH,1417180968,sporthink_exact,ENABLED,TABLET,SEARCH,,,,,,sporthink,EXACT,17,0,3285800,0.0,3220787,186269841,0.0,49.03,0.0,54.87,117350000,0.0,1750.92,0.32,0.17,0.51,2,0.0
2024-12-02,1234567890,Sporthink TR,7414408476,SP_Google_Search_Brand,ENABLED,SEARCH,6623011833,sporthink.com.tr_exact,ENABLED,MOBILE,SEARCH,,,,,,sporthink.com.tr,EXACT,66,4,38169800,0.060606,7452529,577280701,0.2,370.99,0.2,440.97,219366666,0.05,2132.1,0.49,0.05,0.46,3,0.060606
2024-12-02,1234567890,Sporthink TR,7414408476,SP_Google_Search_Brand,ENABLED,SEARCH,6623011833,sporthink.com.tr_exact,ENABLED,DESKTOP,SEARCH,,,,,,sporthink.com.tr,EXACT,39,2,23033500,0.051282,7452529,577280701,0.1,223.87,0.1,264.31,219366666,0.05,2132.1,0.49,0.05,0.46,3,0.051282
2024-12-02,1234567890,Sporthink TR,7414408476,SP_Google_Search_Brand,ENABLED,SEARCH,6623011833,sporthink.com.tr_exact,ENABLED,TABLET,SEARCH,,,,,,sporthink.com.tr,EXACT,7,0,4606700,0.0,7452529,577280701,0.0,44.77,0.0,48.48,219366666,0.0,2132.1,0.49,0.05,0.46,3,0.0
2024-12-02,1234567890,Sporthink TR,7414408476,SP_Google_Search_Brand,ENABLED,SEARCH,7554716681,spor_think_phrase,ENABLED,MOBILE,SEARCH,,,,,,spor think,PHRASE,128,6,40820400,0.046875,5960699,317027027,0.2,252.22,0.2,270.99,234600000,0.033333,1449.57,0.76,0.18,0.06,2,0.046875
2024-12-02,1234567890,Sporthink TR,7414408476,SP_Google_Search_Brand,ENABLED,SEARCH,7554716681,spor_think_phrase,ENABLED,DESKTOP,SEARCH,,,,,,spor think,PHRASE,77,3,24633000,0.038961,5960699,317027027,0.1,152.2,0.1,177.78,234600000,0.033333,1449.57,0.76,0.18,0.06,2,0.038961
2024-12-02,1234567890,Sporthink TR,7414408476,SP_Google_Search_Brand,ENABLED,SEARCH,7554716681,spor_think_phrase,ENABLED,TABLET,SEARCH,,,,,,spor think,PHRASE,15,0,4926600,0.0,5960699,317027027,0.0,30.44,0.0,34.35,234600000,0.0,1449.57,0.76,0.18,0.06,2,0.0
2024-12-02,1234567890,Sporthink TR,7414408476,SP_Google_Search_Brand,ENABLED,SEARCH,1137169205,sport_think_mağaza_broad,ENABLED,MOBILE,SEARCH,,,,,,sport think mağaza,BROAD,82,5,45959200,0.060976,7640722,558028169,0.2,123.74,0.2,145.87,264133333,0.04,711.17,0.51,0.1,0.39,0,0.060976
2024-12-02,1234567890,Sporthink TR,7414408476,SP_Google_Search_Brand,ENABLED,SEARCH,1137169205,sport_think_mağaza_broad,ENABLED,DESKTOP,SEARCH,,,,,,sport think mağaza,BROAD,49,3,27734000,0.061224,7640722,558028169,0.1,74.67,0.1,87.69,264133333,0.033333,711.17,0.51,0.1,0.39,0,0.061224
2024-12-02,1234567890,Sporthink TR,7414408476,SP_Google_Search_Brand,ENABLED,SEARCH,1137169205,sport_think_mağaza_broad,ENABLED,TABLET,SEARCH,,,,,,sport think mağaza,BROAD,9,0,5546800,0.0,7640722,558028169,0.0,14.93,0.0,16.03,264133333,0.0,711.17,0.51,0.1,0.39,0,0.0
2024-12-02,1234567890,Sporthink TR,1896809310,SP_Google_Search_KosuAyakkabi,ENABLED,SEARCH,3823960776,koşu_ayakkabısı_exact,ENABLED,MOBILE,SEARCH,,,,,,koşu ayakkabısı,EXACT,725,19,47177200,0.026207,2441208,65072000,0.4,294.84,0.5,329.19,116200000,0.021053,726.21,0.3,0.03,0.67,3,0.026207
2024-12-02,1234567890,Sporthink TR,1896809310,SP_Google_Search_KosuAyakkabi,ENABLED,SEARCH,3823960776,koşu_ayakkabısı_exact,ENABLED,DESKTOP,SEARCH,,,,,,koşu ayakkabısı,EXACT,437,11,28469000,0.025172,2441208,65072000,0.2,177.92,0.2,212.44,116200000,0.018182,726.21,0.3,0.03,0.67,3,0.025172
2024-12-02,1234567890,Sporthink TR,1896809310,SP_Google_Search_KosuAyakkabi,ENABLED,SEARCH,3823960776,koşu_ayakkabısı_exact,ENABLED,TABLET,SEARCH,,,,,,koşu ayakkabısı,EXACT,87,2,5693800,0.022989,2441208,65072000,0.0,35.58,0.0,42.45,116200000,0.0,726.21,0.3,0.03,0.67,3,0.022989
2024-12-02,1234567890,Sporthink TR,1896809310,SP_Google_Search_KosuAyakkabi,ENABLED,SEARCH,6088397395,nike_koşu_ayakkabısı_exact,ENABLED,MOBILE,SEARCH,,,,,,nike koşu ayakkabısı,EXACT,177,9,55587199,0.050847,5804954,313202614,0.5,1041.31,0.6,1095.89,119800000,0.055556,2244.21,0.44,0.02,0.54,2,0.050847
2024-12-02,1234567890,Sporthink TR,1896809310,SP_Google_Search_KosuAyakkabi,ENABLED,SEARCH,6088397395,nike_koşu_ayakkabısı_exact,ENABLED,DESKTOP,SEARCH,,,,,,nike koşu ayakkabısı,EXACT,107,5,33543999,0.046729,5804954,313202614,0.3,628.38,0.4,750.25,119800000,0.06,2244.21,0.44,0.02,0.54,2,0.046729
2024-12-02,1234567890,Sporthink TR,1896809310,SP_Google_Search_KosuAyakkabi,ENABLED,SEARCH,6088397395,nike_koşu_ayakkabısı_exact,ENABLED,TABLET,SEARCH,,,,,,nike koşu ayakkabısı,EXACT,21,1,6708800,0.047619,5804954,313202614,0.1,125.68,0.1,147.92,119800000,0.1,2244.21,0.44,0.02,0.54,2,0.047619
2024-12-02,1234567890,Sporthink TR,1896809310,SP_Google_Search_KosuAyakkabi,ENABLED,SEARCH,1691706072,adidas_koşu_ayakkabısı_exact,ENABLED,MOBILE,SEARCH,,,,,,adidas koşu ayakkabısı,EXACT,188,11,56752999,0.058511,5085817,301076923,0.5,1265.03,0.6,1378.84,108722222,0.045455,2423.43,0.61,0.09,0.3,2,0.058511
2024-12-02,1234567890,Sporthink TR,1896809310,SP_Google_Search_KosuAyakkabi,ENABLED,SEARCH,1691706072,adidas_koşu_ayakkabısı_exact,ENABLED,DESKTOP,SEARCH,,,,,,adidas koşu ayakkabısı,EXACT,113,6,34247500,0.053097,5085817,301076923,0.3,763.38,0.3,857.38,108722222,0.05,2423.43,0.61,0.09,0.3,2,0.053097
2024-12-02,1234567890,Sporthink TR,1896809310,SP_Google_Search_KosuAyakkabi,ENABLED,SEARCH,1691706072,adidas_koşu_ayakkabısı_exact,ENABLED,TABLET,SEARCH,,,,,,adidas koşu ayakkabısı,EXACT,22,1,6849500,0.045455,5085817,301076923,0.1,152.68,0.1,179.47,108722222,0.1,2423.43,0.61,0.09,0.3,2,0.045455
2024-12-02,1234567890,Sporthink TR,1896809310,SP_Google_Search_KosuAyakkabi,ENABLED,SEARCH,715567035,erkek_koşu_ayakkabısı_phrase,ENABLED,MOBILE,SEARCH,,,,,,erkek koşu ayakkabısı,PHRASE,132,7,51411200,0.05303,6541692,387074235,0.4,292.79,0.5,321.09,126628571,0.057143,721.16,0.45,0.07,0.48,3,0.05303
2024-12-02,1234567890,Sporthink TR,1896809310,SP_Google_Search_KosuAyakkabi,ENABLED,SEARCH,715567035,erkek_koşu_ayakkabısı_phrase,ENABLED,DESKTOP,SEARCH,,,,,,erkek koşu ayakkabısı,PHRASE,80,4,31023999,0.05,6541692,387074235,0.2,176.68,0.2,189.52,126628571,0.05,721.16,0.45,0.07,0.48,3,0.05
2024-12-02,1234567890,Sporthink TR,1896809310,SP_Google_Search_KosuAyakkabi,ENABLED,SEARCH,715567035,erkek_koşu_ayakkabısı_phrase,ENABLED,TABLET,SEARCH,,,,,,erkek koşu ayakkabısı,PHRASE,16,0,6204800,0.0,6541692,387074235,0.0,35.34,0.0,39.1,126628571,0.0,721.16,0.45,0.07,0.48,3,0.0
2024-12-02,1234567890,Sporthink TR,1896809310,SP_Google_Search_KosuAyakkabi,ENABLED,SEARCH,3423990482,kadın_koşu_ayakkabısı_phrase,ENABLED,MOBILE,SEARCH,,,,,,kadın koşu ayakkabısı,PHRASE,121,5,48140000,0.041322,7578389,397129186,0.2,267.74,0.2,304.3,207500000,0.04,1154.05,0.38,0.16,0.46,0,0.041322
2024-12-02,1234567890,Sporthink TR,1896809310,SP_Google_Search_KosuAyakkabi,ENABLED,SEARCH,3423990482,kadın_koşu_ayakkabısı_phrase,ENABLED,DESKTOP,SEARCH,,,,,,kadın koşu ayakkabısı,PHRASE,73,3,29050000,0.041096,7578389,397129186,0.1,161.57,0.1,186.9,207500000,0.033333,1154.05,0.38,0.16,0.46,0,0.041096
